date,open,high,low,close
2007-06-27,24638.0,24642.0,24442.0,24562.0
2007-06-28,24554.0,24670.0,24554.0,24636.0
2007-06-29,24640.0,24712.0,24596.0,24632.0
2007-07-02,24608.0,24656.0,24418.0,24468.0
2007-07-03,24472.0,24540.0,24426.0,24488.0
2007-07-04,24486.0,24544.0,24440.0,24520.0
2007-07-05,24520.0,24600.0,24468.0,24580.0
2007-07-06,24584.0,24700.0,24570.0,24664.0
2007-07-09,24682.0,24736.0,24640.0,24672.0
2007-07-10,24674.0,24692.0,24258.0,24272.0
2007-07-11,24264.0,24500.0,24198.0,24468.0
2007-07-12,24476.0,24512.0,24368.0,24478.0
2007-07-13,24476.0,24520.0,24380.0,24382.0
2007-07-16,24372.0,24434.0,24308.0,24376.0
2007-07-17,24376.0,24480.0,24342.0,24436.0
2007-07-18,24434.0,24468.0,24316.0,24376.0
2007-07-19,24372.0,24434.0,24352.0,24410.0
2007-07-20,24410.0,24484.0,24204.0,24250.0
2007-07-23,24310.0,24322.0,24160.0,24210.0
2007-07-24,24210.0,24230.0,23998.0,24040.0
2007-07-25,24032.0,24128.0,23960.0,24088.0
2007-07-26,24090.0,24144.0,23602.0,23634.0
2007-07-27,23638.0,23856.0,23636.0,23708.0
2007-07-30,23640.0,23838.0,23604.0,23838.0
2007-07-31,23834.0,23896.0,23670.0,23684.0
2007-08-01,23690.0,23800.0,23524.0,23768.0
2007-08-02,23762.0,23870.0,23666.0,23824.0
2007-08-03,23824.0,23862.0,23586.0,23606.0
2007-08-06,23438.0,23816.0,23436.0,23772.0
2007-08-07,23774.0,23788.0,23598.0,23754.0
2007-08-08,23756.0,23966.0,23744.0,23922.0
2007-08-09,23928.0,23954.0,23622.0,23626.0
2007-08-10,23630.0,23736.0,23444.0,23676.0
2007-08-13,23664.0,23702.0,23538.0,23632.0
2007-08-14,23630.0,23702.0,23508.0,23516.0
2007-08-15,23512.0,23526.0,23252.0,23252.0
2007-08-16,23258.0,23336.0,22394.0,22892.0
2007-08-17,22892.0,22976.0,22322.0,22876.0
2007-08-20,22878.0,23096.0,22750.0,22968.0
2007-08-21,22976.0,23044.0,22808.0,22850.0
2007-08-22,22844.0,23090.0,22798.0,23072.0
2007-08-23,23072.0,23422.0,23072.0,23262.0
2007-08-24,23262.0,23290.0,23104.0,23288.0
2007-08-27,23284.0,23346.0,23114.0,23134.0
2007-08-28,23132.0,23150.0,22820.0,22828.0
2007-08-29,22830.0,23250.0,22776.0,23220.0
2007-08-30,23216.0,23218.0,23040.0,23168.0
2007-08-31,23170.0,23318.0,23096.0,23154.0
2007-09-03,23158.0,23218.0,23128.0,23190.0
2007-09-04,23184.0,23282.0,23072.0,23238.0
2007-09-05,23246.0,23292.0,23004.0,23014.0
2007-09-06,23012.0,23104.0,22960.0,23084.0
2007-09-07,23082.0,23116.0,22628.0,22676.0
2007-09-10,22568.0,22796.0,22516.0,22732.0
2007-09-11,22726.0,22878.0,22680.0,22862.0
2007-09-12,22866.0,22878.0,22754.0,22838.0
2007-09-13,22836.0,23096.0,22820.0,22956.0
2007-09-14,22948.0,23080.0,22872.0,23070.0
2007-09-17,23054.0,23074.0,22930.0,23012.0
2007-09-18,23018.0,23272.0,22956.0,23202.0
2007-09-19,23202.0,23266.0,23138.0,23176.0
2007-09-20,23180.0,23206.0,22802.0,22932.0
2007-09-21,22930.0,23170.0,22912.0,23104.0
2007-09-24,23074.0,23074.0,22930.0,22980.0
2007-09-25,22982.0,22992.0,22806.0,22924.0
2007-09-26,22930.0,23144.0,22908.0,23090.0
2007-09-27,23088.0,23174.0,23022.0,23112.0
2007-09-28,23114.0,23128.0,22934.0,22956.0
2007-10-01,22946.0,23210.0,22942.0,23142.0
2007-10-02,23140.0,23202.0,23058.0,23120.0
2007-10-03,23120.0,23358.0,23110.0,23334.0
2007-10-04,23336.0,23354.0,23250.0,23268.0
2007-10-05,23272.0,23456.0,23270.0,23396.0
2007-10-08,23432.0,23518.0,23386.0,23474.0
2007-10-09,23472.0,23486.0,23366.0,23418.0
2007-10-10,23422.0,23512.0,23392.0,23436.0
2007-10-11,23428.0,23562.0,23402.0,23460.0
2007-10-12,23454.0,23538.0,23426.0,23518.0
2007-10-15,23490.0,23588.0,23420.0,23484.0
2007-10-16,23492.0,23492.0,23288.0,23372.0
2007-10-17,23376.0,23434.0,23236.0,23316.0
2007-10-18,23314.0,23324.0,23060.0,23120.0
2007-10-19,23118.0,23138.0,22898.0,22900.0
2007-10-22,22800.0,22922.0,22648.0,22902.0
2007-10-23,22902.0,23000.0,22842.0,22942.0
2007-10-24,22946.0,22988.0,22762.0,22836.0
2007-10-25,22834.0,22916.0,22752.0,22836.0
2007-10-26,22834.0,22910.0,22784.0,22838.0
2007-10-29,22820.0,22980.0,22810.0,22940.0
2007-10-30,22940.0,22998.0,22874.0,22936.0
2007-10-31,22936.0,23098.0,22902.0,23060.0
2007-11-01,23068.0,23184.0,22896.0,22898.0
2007-11-02,22902.0,23068.0,22874.0,22974.0
2007-11-05,22924.0,22962.0,22808.0,22894.0
2007-11-06,22894.0,22954.0,22850.0,22928.0
2007-11-07,22930.0,22954.0,22440.0,22472.0
2007-11-08,22484.0,22672.0,22444.0,22532.0
2007-11-09,22532.0,22576.0,22104.0,22136.0
2007-11-12,22094.0,22154.0,21826.0,21906.0
2007-11-13,21902.0,22200.0,21892.0,22188.0
2007-11-14,22178.0,22346.0,22154.0,22232.0
2007-11-15,22226.0,22332.0,22044.0,22080.0
2007-11-16,22080.0,22264.0,21958.0,22218.0
2007-11-19,22158.0,22214.0,21920.0,21952.0
2007-11-20,21936.0,22112.0,21900.0,21980.0
2007-11-21,21982.0,21994.0,21652.0,21708.0
2007-11-22,21708.0,21830.0,21660.0,21704.0
2007-11-23,21708.0,21724.0,21508.0,21664.0
2007-11-26,21694.0,21752.0,21440.0,21502.0
2007-11-27,21496.0,21828.0,21456.0,21770.0
2007-11-28,21766.0,22092.0,21654.0,21972.0
2007-11-29,21978.0,22058.0,21900.0,21964.0
2007-11-30,21960.0,22242.0,21930.0,22240.0
2007-12-03,22194.0,22204.0,22026.0,22088.0
2007-12-04,22100.0,22102.0,21910.0,21966.0
2007-12-05,21964.0,22192.0,21950.0,22168.0
2007-12-06,22176.0,22288.0,22128.0,22242.0
2007-12-07,22244.0,22358.0,22228.0,22332.0
2007-12-10,22324.0,22378.0,22272.0,22334.0
2007-12-11,22336.0,22426.0,22098.0,22144.0
2007-12-12,22140.0,22490.0,22136.0,22438.0
2007-12-13,22440.0,22486.0,22278.0,22458.0
2007-12-14,22458.0,22718.0,22448.0,22652.0
2007-12-17,22666.0,22700.0,22564.0,22568.0
2007-12-18,22572.0,22708.0,22544.0,22666.0
2007-12-19,22664.0,22696.0,22544.0,22664.0
2007-12-20,22664.0,22676.0,22558.0,22634.0
2007-12-21,22634.0,22840.0,22586.0,22800.0
2007-12-24,22802.0,22896.0,22792.0,22858.0
2007-12-25,22864.0,22870.0,22782.0,22860.0
2007-12-26,22870.0,22872.0,22788.0,22844.0
2007-12-27,22844.0,22928.0,22712.0,22764.0
2007-12-28,22762.0,22796.0,22454.0,22460.0
2007-12-31,22514.0,22518.0,22264.0,22328.0
2008-01-02,22376.0,22394.0,21846.0,21944.0
2008-01-03,21942.0,21950.0,21648.0,21896.0
2008-01-04,21900.0,21918.0,21588.0,21712.0
2008-01-07,21724.0,21940.0,21708.0,21844.0
2008-01-08,21850.0,21964.0,21758.0,21782.0
2008-01-09,21784.0,22018.0,21764.0,21996.0
2008-01-10,21996.0,22020.0,21820.0,21882.0
2008-01-11,21890.0,21938.0,21726.0,21764.0
2008-01-14,21754.0,21786.0,21472.0,21656.0
2008-01-15,21654.0,21670.0,21326.0,21382.0
2008-01-16,21382.0,21582.0,21182.0,21490.0
2008-01-17,21488.0,21570.0,21306.0,21318.0
2008-01-18,21318.0,21512.0,21268.0,21364.0
2008-01-21,21366.0,21396.0,21134.0,21140.0
2008-01-22,21146.0,21402.0,21120.0,21338.0
2008-01-23,21336.0,21474.0,20992.0,21320.0
2008-01-24,21322.0,21446.0,21188.0,21428.0
2008-01-25,21418.0,21576.0,21342.0,21348.0
2008-01-28,21364.0,21426.0,21196.0,21412.0
2008-01-29,21412.0,21434.0,21276.0,21408.0
2008-01-30,21408.0,21492.0,21218.0,21250.0
2008-01-31,21246.0,21374.0,21146.0,21276.0
2008-02-01,21278.0,21340.0,21148.0,21306.0
2008-02-04,21334.0,21416.0,21304.0,21332.0
2008-02-05,21332.0,21546.0,21326.0,21356.0
2008-02-06,21356.0,21356.0,21222.0,21278.0
2008-02-07,21280.0,21558.0,21184.0,21468.0
2008-02-08,21476.0,21544.0,21428.0,21466.0
2008-02-11,21504.0,21506.0,21266.0,21372.0
2008-02-12,21368.0,21502.0,21350.0,21458.0
2008-02-13,21462.0,21678.0,21398.0,21630.0
2008-02-14,21622.0,21714.0,21556.0,21568.0
2008-02-15,21570.0,21660.0,21452.0,21556.0
2008-02-18,21558.0,21658.0,21550.0,21624.0
2008-02-19,21624.0,21660.0,21440.0,21564.0
2008-02-20,21570.0,21666.0,21494.0,21610.0
2008-02-21,21608.0,21662.0,21428.0,21452.0
2008-02-22,21456.0,21510.0,21348.0,21426.0
2008-02-25,21446.0,21636.0,21444.0,21616.0
2008-02-26,21616.0,21624.0,21420.0,21460.0
2008-02-27,21458.0,21476.0,21192.0,21276.0
2008-02-28,21276.0,21324.0,21016.0,21058.0
2008-02-29,21056.0,21074.0,20736.0,20744.0
2008-03-03,20658.0,20736.0,20522.0,20684.0
2008-03-04,20682.0,20712.0,20528.0,20692.0
2008-03-05,20686.0,20832.0,20656.0,20780.0
2008-03-06,20782.0,20796.0,20488.0,20514.0
2008-03-07,20514.0,20638.0,20284.0,20534.0
2008-03-10,20424.0,20486.0,20312.0,20346.0
2008-03-11,20342.0,20714.0,20284.0,20678.0
2008-03-12,20678.0,20686.0,20220.0,20310.0
2008-03-13,20310.0,20336.0,19958.0,20134.0
2008-03-14,20134.0,20222.0,19784.0,19800.0
2008-03-17,19738.0,19814.0,19152.0,19474.0
2008-03-18,19474.0,20084.0,19370.0,20006.0
2008-03-19,20006.0,20036.0,19532.0,19748.0
2008-03-20,19746.0,20036.0,19690.0,19810.0
2008-03-21,19810.0,19946.0,19808.0,19918.0
2008-03-24,19910.0,20176.0,19894.0,20138.0
2008-03-25,20150.0,20204.0,19928.0,19992.0
2008-03-26,20018.0,20060.0,19754.0,19792.0
2008-03-27,19804.0,20026.0,19712.0,19898.0
2008-03-28,19900.0,20076.0,19818.0,19824.0
2008-03-31,19776.0,20028.0,19760.0,19980.0
2008-04-01,19980.0,20430.0,19922.0,20346.0
2008-04-02,20348.0,20566.0,20300.0,20460.0
2008-04-03,20456.0,20586.0,20412.0,20450.0
2008-04-04,20448.0,20536.0,20288.0,20292.0
2008-04-07,20344.0,20564.0,20300.0,20476.0
2008-04-08,20472.0,20532.0,20348.0,20510.0
2008-04-09,20510.0,20560.0,20302.0,20342.0
2008-04-10,20346.0,20402.0,20002.0,20348.0
2008-04-11,20350.0,20448.0,20128.0,20200.0
2008-04-14,20250.0,20296.0,20058.0,20226.0
2008-04-15,20224.0,20374.0,20158.0,20368.0
2008-04-16,20366.0,20384.0,20162.0,20352.0
2008-04-17,20354.0,20540.0,20340.0,20502.0
2008-04-18,20500.0,20926.0,20450.0,20732.0
2008-04-21,20754.0,20812.0,20596.0,20644.0
2008-04-22,20644.0,20698.0,20534.0,20572.0
2008-04-23,20572.0,20752.0,20548.0,20686.0
2008-04-24,20688.0,20910.0,20662.0,20858.0
2008-04-25,20864.0,20962.0,20778.0,20888.0
2008-04-28,20888.0,20958.0,20808.0,20840.0
2008-04-29,20838.0,20868.0,20646.0,20814.0
2008-04-30,20816.0,20966.0,20736.0,20788.0
2008-05-01,20788.0,20914.0,20708.0,20874.0
2008-05-02,20876.0,21134.0,20862.0,21080.0
2008-05-05,21060.0,21118.0,20944.0,20982.0
2008-05-06,20982.0,21022.0,20802.0,20944.0
2008-05-07,20942.0,21112.0,20914.0,20932.0
2008-05-08,20930.0,20984.0,20684.0,20750.0
2008-05-09,20754.0,20790.0,20524.0,20560.0
2008-05-12,20606.0,20804.0,20518.0,20766.0
2008-05-13,20764.0,20982.0,20678.0,20932.0
2008-05-14,20936.0,21084.0,20912.0,21000.0
2008-05-15,21002.0,21056.0,20882.0,20938.0
2008-05-16,20936.0,21016.0,20708.0,20816.0
2008-05-19,20796.0,20934.0,20724.0,20862.0
2008-05-20,20864.0,20894.0,20690.0,20724.0
2008-05-21,20722.0,20736.0,20590.0,20596.0
2008-05-22,20598.0,20874.0,20542.0,20820.0
2008-05-23,20820.0,20844.0,20612.0,20672.0
2008-05-26,20666.0,20696.0,20626.0,20674.0
2008-05-27,20676.0,20866.0,20650.0,20854.0
2008-05-28,20848.0,21058.0,20776.0,20932.0
2008-05-29,20930.0,21172.0,20918.0,21112.0
2008-05-30,21110.0,21144.0,21046.0,21098.0
2008-06-02,21052.0,21102.0,20816.0,20882.0
2008-06-03,20886.0,21106.0,20770.0,21028.0
2008-06-04,21030.0,21064.0,20904.0,21052.0
2008-06-05,21050.0,21282.0,21036.0,21188.0
2008-06-06,21186.0,21264.0,20978.0,20984.0
2008-06-09,20902.0,21272.0,20894.0,21256.0
2008-06-10,21252.0,21486.0,21244.0,21468.0
2008-06-11,21464.0,21548.0,21314.0,21364.0
2008-06-12,21374.0,21616.0,21358.0,21572.0
2008-06-13,21574.0,21674.0,21528.0,21636.0
2008-06-16,21612.0,21714.0,21582.0,21642.0
2008-06-17,21640.0,21676.0,21516.0,21592.0
2008-06-18,21590.0,21682.0,21540.0,21564.0
2008-06-19,21566.0,21610.0,21486.0,21590.0
2008-06-20,21588.0,21612.0,21424.0,21464.0
2008-06-23,21442.0,21606.0,21428.0,21568.0
2008-06-24,21566.0,21636.0,21472.0,21560.0
2008-06-25,21558.0,21678.0,21530.0,21570.0
2008-06-26,21568.0,21634.0,21322.0,21372.0
2008-06-27,21370.0,21440.0,21168.0,21228.0
2008-06-30,21238.0,21294.0,21000.0,21216.0
2008-07-01,21212.0,21276.0,21044.0,21206.0
2008-07-02,21204.0,21352.0,21154.0,21164.0
2008-07-03,21164.0,21386.0,21154.0,21358.0
2008-07-04,21358.0,21374.0,21316.0,21354.0
2008-07-07,21358.0,21548.0,21328.0,21424.0
2008-07-08,21426.0,21506.0,21250.0,21484.0
2008-07-09,21482.0,21530.0,21332.0,21360.0
2008-07-10,21358.0,21478.0,21340.0,21410.0
2008-07-11,21412.0,21458.0,21130.0,21268.0
2008-07-14,21230.0,21360.0,21204.0,21234.0
2008-07-15,21232.0,21254.0,20832.0,20924.0
2008-07-16,20928.0,21034.0,20752.0,21018.0
2008-07-17,21020.0,21414.0,20948.0,21244.0
2008-07-18,21236.0,21396.0,21194.0,21388.0
2008-07-21,21388.0,21428.0,21272.0,21284.0
2008-07-22,21286.0,21476.0,21216.0,21452.0
2008-07-23,21448.0,21594.0,21432.0,21586.0
2008-07-24,21588.0,21598.0,21434.0,21474.0
2008-07-25,21472.0,21586.0,21316.0,21576.0
2008-07-28,21568.0,21612.0,21466.0,21490.0
2008-07-29,21488.0,21648.0,21460.0,21626.0
2008-07-30,21628.0,21662.0,21542.0,21620.0
2008-07-31,21618.0,21674.0,21514.0,21570.0
2008-08-01,21568.0,21578.0,21452.0,21530.0
2008-08-04,21526.0,21656.0,21492.0,21640.0
2008-08-05,21642.0,21678.0,21534.0,21658.0
2008-08-06,21656.0,21972.0,21644.0,21918.0
2008-08-07,21920.0,21936.0,21826.0,21866.0
2008-08-08,21866.0,22072.0,21860.0,22036.0
2008-08-11,22070.0,22080.0,21910.0,22022.0
2008-08-12,22024.0,22068.0,21844.0,21860.0
2008-08-13,21860.0,21932.0,21676.0,21898.0
2008-08-14,21896.0,21996.0,21804.0,21954.0
2008-08-15,21956.0,22130.0,21926.0,22098.0
2008-08-18,22094.0,22096.0,21994.0,22034.0
2008-08-19,22036.0,22064.0,21912.0,21932.0
2008-08-20,21934.0,22054.0,21924.0,21970.0
2008-08-21,21972.0,21972.0,21630.0,21694.0
2008-08-22,21696.0,22028.0,21684.0,22016.0
2008-08-25,22008.0,22056.0,21804.0,21860.0
2008-08-26,21862.0,21986.0,21830.0,21932.0
2008-08-27,21930.0,21978.0,21740.0,21904.0
2008-08-28,21906.0,21946.0,21756.0,21894.0
2008-08-29,21894.0,21912.0,21686.0,21758.0
2008-09-01,21666.0,21732.0,21526.0,21632.0
2008-09-02,21628.0,21836.0,21556.0,21720.0
2008-09-03,21722.0,21816.0,21622.0,21646.0
2008-09-04,21646.0,21712.0,21258.0,21294.0
2008-09-05,21288.0,21544.0,21098.0,21544.0
2008-09-08,21786.0,21814.0,21550.0,21632.0
2008-09-09,21622.0,21638.0,21334.0,21360.0
2008-09-10,21358.0,21584.0,21318.0,21554.0
2008-09-11,21552.0,21568.0,21216.0,21432.0
2008-09-12,21440.0,21596.0,21346.0,21584.0
2008-09-15,21190.0,21376.0,20860.0,20874.0
2008-09-16,20870.0,21268.0,20710.0,21112.0
2008-09-17,21094.0,21342.0,20828.0,20868.0
2008-09-18,20864.0,21154.0,20802.0,21110.0
2008-09-19,21106.0,21600.0,21078.0,21488.0
2008-09-22,21372.0,21428.0,21030.0,21084.0
2008-09-23,21086.0,21212.0,21036.0,21158.0
2008-09-24,21160.0,21266.0,21070.0,21232.0
2008-09-25,21234.0,21402.0,21096.0,21294.0
2008-09-26,21292.0,21300.0,21006.0,21200.0
2008-09-29,21250.0,21394.0,20792.0,20796.0
2008-09-30,20802.0,21296.0,20712.0,21196.0
2008-10-01,21198.0,21300.0,21066.0,21166.0
2008-10-02,21164.0,21254.0,21018.0,21068.0
2008-10-03,21066.0,21226.0,20936.0,21066.0
2008-10-06,20974.0,21026.0,20054.0,20304.0
2008-10-07,20298.0,20652.0,20214.0,20300.0
2008-10-08,20316.0,20330.0,19722.0,19816.0
2008-10-09,19822.0,20294.0,19822.0,19928.0
2008-10-10,19922.0,20138.0,19582.0,20126.0
2008-10-13,20194.0,20430.0,19914.0,20398.0
2008-10-14,20404.0,20606.0,20302.0,20424.0
2008-10-15,20432.0,20432.0,19910.0,19972.0
2008-10-16,19970.0,20344.0,19852.0,20332.0
2008-10-17,20336.0,20358.0,20118.0,20328.0
2008-10-20,20320.0,20482.0,20272.0,20420.0
2008-10-21,20418.0,20428.0,20010.0,20070.0
2008-10-22,20072.0,20112.0,19446.0,19600.0
2008-10-23,19591.4,19660.0,19189.8,19596.0
2008-10-24,19580.0,19580.2,18184.6,18848.2
2008-10-27,18638.0,18890.0,18406.0,18638.0
2008-10-28,18642.0,19936.0,18527.0,19640.0
2008-10-29,19632.0,19690.0,19212.0,19476.4
2008-10-30,19472.0,19820.0,19464.0,19724.0
2008-10-31,19722.0,19822.0,19278.0,19700.0
2008-11-03,19656.8,19928.0,19642.0,19850.0
2008-11-04,19854.0,20106.0,19678.0,19954.0
2008-11-05,19960.0,19982.0,19552.0,19592.0
2008-11-06,19594.0,19730.0,19472.0,19488.0
2008-11-07,19490.4,19730.0,19352.0,19642.0
2008-11-10,19783.0,19893.0,19522.0,19596.0
2008-11-11,19598.0,19658.0,19462.0,19518.0
2008-11-12,19520.0,19612.0,18900.0,18924.2
2008-11-13,18932.0,19630.0,18918.0,19538.0
2008-11-14,19538.0,19612.8,19226.0,19414.0
2008-11-17,19248.6,19508.0,19184.0,19248.0
2008-11-18,19250.0,19480.0,19202.0,19378.0
2008-11-19,19382.0,19414.0,19110.0,19148.0
2008-11-20,19150.0,19242.0,18732.0,18828.0
2008-11-21,18826.0,19194.0,18726.0,19180.0
2008-11-24,19194.0,19478.0,18988.0,19414.0
2008-11-25,19410.0,19410.0,18990.0,19056.0
2008-11-26,19064.0,19178.0,18920.0,19078.0
2008-11-27,19078.0,19142.0,19000.0,19062.0
2008-11-28,19068.0,19140.0,19026.0,19100.0
2008-12-01,19106.0,19110.0,18578.0,18604.0
2008-12-02,18598.0,18764.0,18530.0,18632.0
2008-12-03,18630.0,18724.0,18510.0,18660.0
2008-12-04,18662.0,18682.0,18414.0,18452.0
2008-12-05,18452.0,18676.0,18286.0,18572.0
2008-12-08,18540.0,18778.0,18512.0,18584.0
2008-12-09,18586.0,18610.0,18386.0,18458.0
2008-12-10,18454.0,18604.0,18438.0,18552.0
2008-12-11,18556.0,18574.0,18230.0,18294.0
2008-12-12,18282.0,18370.0,17664.0,18224.0
2008-12-15,18186.0,18264.0,18050.0,18116.0
2008-12-16,18120.0,18144.0,17730.0,17792.0
2008-12-17,17794.0,17840.0,17434.0,17468.0
2008-12-18,17470.0,17996.0,17450.0,17912.0
2008-12-19,17914.0,17964.0,17690.0,17860.0
2008-12-22,17854.0,18096.0,17845.8,18040.0
2008-12-23,18040.0,18194.0,17974.0,18176.0
2008-12-24,18174.0,18184.0,18044.0,18084.0
2008-12-26,18074.0,18162.0,18064.0,18154.0
2008-12-29,18124.0,18144.0,17948.0,18134.0
2008-12-30,18138.0,18184.0,18002.0,18040.0
2008-12-31,18044.0,18182.0,18024.0,18134.0
2009-01-02,18174.0,18474.0,18130.0,18358.0
2009-01-05,18422.0,18710.0,18360.0,18638.0
2009-01-06,18638.0,18918.0,18570.0,18684.0
2009-01-07,18686.0,18824.0,18466.0,18510.0
2009-01-08,18512.0,18580.0,18174.0,18238.0
2009-01-09,18238.0,18314.0,18030.0,18076.0
2009-01-12,18004.0,18048.0,17778.0,17866.0
2009-01-13,17864.0,17974.0,17760.0,17874.0
2009-01-14,17872.0,17990.0,17724.0,17780.0
2009-01-15,17782.0,18000.0,17708.0,17976.0
2009-01-16,17972.0,18180.0,17966.0,18130.0
2009-01-19,18202.0,18254.0,18030.0,18112.0
2009-01-20,18110.0,18194.0,17936.0,17940.0
2009-01-21,17944.0,18028.0,17422.0,17870.0
2009-01-22,17872.0,17900.0,17616.0,17772.0
2009-01-23,17768.0,17902.0,17606.0,17738.0
2009-01-26,17676.0,17934.0,17650.0,17812.0
2009-01-27,17814.0,18010.0,17692.0,17824.0
2009-01-28,17826.0,18132.0,17776.0,18082.0
2009-01-29,18080.0,18128.0,17896.0,18006.0
2009-01-30,18002.0,18014.0,17838.0,17990.0
2009-02-02,17932.0,17996.0,17760.0,17872.0
2009-02-03,17876.0,17990.0,17716.0,17872.0
2009-02-04,17878.0,17954.0,17768.0,17862.0
2009-02-05,17864.0,18442.0,17844.0,18224.0
2009-02-06,18226.0,18440.0,18146.0,18370.0
2009-02-09,18420.0,18478.0,18180.0,18292.0
2009-02-10,18290.0,18328.0,18026.0,18070.0
2009-02-11,18072.0,18148.0,17940.0,18078.0
2009-02-12,18074.0,18218.0,17966.0,18168.0
2009-02-13,18162.0,18420.0,18112.0,18382.0
2009-02-16,18360.0,18412.0,18286.0,18334.0
2009-02-17,18336.0,18546.0,18316.0,18470.0
2009-02-18,18472.0,18790.0,18420.0,18724.0
2009-02-19,18728.0,18890.0,18660.0,18812.0
2009-02-20,18814.0,18872.0,18508.0,18662.0
2009-02-23,18700.0,18988.0,18554.0,18874.0
2009-02-24,18886.0,19384.0,18854.0,19348.0
2009-02-25,19352.0,19556.0,19272.0,19484.0
2009-02-26,19486.0,19740.0,19466.0,19702.0
2009-02-27,19699.8,19702.0,19372.0,19514.0
2009-03-02,19528.0,19580.0,19384.0,19414.0
2009-03-03,19414.0,19716.0,19402.0,19644.0
2009-03-04,19640.0,19894.0,19638.0,19828.0
2009-03-05,19828.0,19934.0,19544.0,19606.0
2009-03-06,19606.0,19696.0,19316.0,19650.0
2009-03-09,19650.0,19834.0,19582.0,19786.0
2009-03-10,19792.0,19824.0,19588.0,19736.0
2009-03-11,19740.0,19768.0,19428.0,19484.0
2009-03-12,19484.0,19680.0,19134.0,19534.0
2009-03-13,19532.0,19726.0,19430.0,19587.0
2009-03-16,19616.0,19724.0,19600.0,19648.0
2009-03-17,19650.0,19790.0,19636.0,19738.0
2009-03-18,19756.0,19764.0,19142.0,19232.0
2009-03-19,19236.0,19318.0,18724.0,18904.0
2009-03-20,18906.0,19250.0,18834.0,19194.6
2009-03-23,19132.0,19468.0,19132.0,19388.0
2009-03-24,19390.0,19710.0,19386.0,19622.0
2009-03-25,19622.0,19668.0,19384.0,19502.0
2009-03-26,19506.0,19770.0,19498.0,19762.0
2009-03-27,19764.0,19766.0,19422.0,19564.0
2009-03-30,19608.0,19660.0,19192.0,19488.0
2009-03-31,19486.0,19872.0,19456.0,19776.0
2009-04-01,19778.0,19892.0,19642.0,19728.0
2009-04-02,19730.0,19978.0,19682.0,19918.0
2009-04-03,19926.0,20072.0,19870.0,20064.0
2009-04-06,20064.0,20286.0,20040.0,20212.0
2009-04-07,20204.0,20210.0,19972.0,20104.0
2009-04-08,20102.0,20164.0,19866.0,19948.0
2009-04-09,19952.0,20110.0,19928.0,20086.0
2009-04-10,20088.0,20142.0,20042.0,20046.0
2009-04-13,20080.0,20142.0,19974.0,20012.0
2009-04-14,20014.0,20084.0,19744.0,19762.0
2009-04-15,19764.0,19930.0,19630.0,19872.0
2009-04-16,19868.0,19898.0,19706.0,19872.0
2009-04-17,19874.0,19946.0,19742.0,19830.0
2009-04-20,19840.0,19878.0,19532.0,19598.0
2009-04-21,19594.0,19782.0,19546.0,19730.0
2009-04-22,19730.0,19742.0,19520.0,19592.0
2009-04-23,19596.0,19684.0,19524.0,19602.0
2009-04-24,19600.0,19608.0,19326.0,19430.0
2009-04-27,19368.0,19420.0,19286.0,19344.0
2009-04-28,19342.0,19344.0,19126.0,19280.0
2009-04-29,19282.0,19590.0,19282.0,19530.0
2009-04-30,19530.0,19796.0,19430.0,19710.0
2009-05-01,19710.0,19914.0,19702.0,19822.0
2009-05-04,19856.0,19912.0,19746.0,19786.0
2009-05-05,19786.0,19840.0,19722.0,19784.0
2009-05-06,19782.0,19812.0,19590.0,19688.0
2009-05-07,19684.0,19936.0,19666.0,19856.0
2009-05-08,19854.0,19912.0,19664.0,19692.0
2009-05-11,19734.0,19762.0,19452.0,19476.0
2009-05-12,19474.0,19564.0,19220.0,19266.0
2009-05-13,19264.0,19336.0,19032.0,19058.0
2009-05-14,19056.0,19214.0,19022.0,19192.0
2009-05-15,19192.0,19234.0,18946.0,19036.0
2009-05-18,19008.0,19292.0,18912.0,19248.0
2009-05-19,19248.0,19340.0,19182.0,19196.0
2009-05-20,19196.0,19242.0,18936.0,18968.0
2009-05-21,18968.0,19050.0,18798.0,18870.0
2009-05-22,18866.0,18980.0,18770.0,18952.0
2009-05-25,18940.0,19038.0,18884.0,18966.0
2009-05-26,18964.0,19026.0,18902.0,18986.0
2009-05-27,18986.0,19098.0,18930.0,19062.0
2009-05-28,19060.0,19446.0,19054.0,19392.0
2009-05-29,19390.0,19390.0,19012.0,19060.0
2009-06-01,19058.0,19358.0,18890.0,19310.0
2009-06-02,19316.0,19328.0,19066.0,19124.0
2009-06-03,19126.0,19282.0,19076.0,19180.0
2009-06-04,19186.0,19394.0,19176.0,19338.0
2009-06-05,19336.0,19776.0,19312.0,19730.0
2009-06-08,19716.0,19772.0,19642.0,19690.0
2009-06-09,19690.0,19708.0,19448.0,19478.0
2009-06-10,19476.0,19686.0,19418.0,19652.0
2009-06-11,19650.0,19710.0,19460.0,19546.0
2009-06-12,19544.0,19684.0,19494.0,19680.0
2009-06-15,19674.0,19712.0,19516.0,19564.0
2009-06-16,19564.0,19566.0,19216.0,19276.0
2009-06-17,19274.0,19354.0,19104.0,19132.0
2009-06-18,19134.0,19336.0,19124.0,19312.0
2009-06-19,19314.0,19434.0,19202.0,19250.0
2009-06-22,19246.0,19260.0,19142.0,19186.0
2009-06-23,19184.0,19186.0,18976.0,19042.0
2009-06-24,19042.0,19198.0,19006.0,19146.0
